,ID,title,abstract,date,doi,author_corresponding,author_corresponding_institution,source,eligible,new
925,33289156,Racing to immunity: Journey to a COVID-19 vaccine and lessons for the future.,"SARS-CoV-2 is the novel coronavirus behind the COVID-19 pandemic. Since its emergence, the global scientific community has mobilized to study this virus, and an overwhelming effort to identify COVID-19 treatments is currently ongoing for a variety of therapeutics and prophylactics. To better understand these efforts, we compiled a list of all COVID-19 vaccines undergoing preclinical and clinical testing using the WHO and ClinicalTrials.gov database, with details surrounding trial design and loca",10/01/2021,10.1111/bcp.14686,Ester Calvo Fern..ndez,"Department of Pathology and Cell Biology, Columbia University Irving Medical Center, New York, NY, USA",pubmed,0,0
926,33288887,The UK has approved a COVID vaccine - here's what scientists now want to know.,NA,11/12/2020,10.1038/d41586-020-03441-8,Heidi Ledford,NA,pubmed,0,0
927,33288498,Seasonal influenza programme expansion.,NA,15/12/2020,10.1136/bmj.m4713,S Jayasooriya,"Academic Unit of Primary Care, Faculty of Medicine, Dentistry and Health, University of Sheffield, Sheffield, UK",pubmed,0,0
928,33284328,A Nursing Researcher's Experience in a COVID-19 Vaccine Trial.,NA,05/02/2021,10.1001/jamainternmed.2020.7087,Kristen R Choi,"School of Nursing, University of California, Los Angeles",pubmed,0,0
929,33282604,A Prospective Study on Rapidly Declining SARS-CoV-2 IgG Antibodies Within One to Three Months of Testing IgG Positive: Can It Lead to Potential Reinfections?,"Background COVID-19 immunoglobulin G (IgG) antibodies have been considered to provide protective immunity and its immunoassays have been widely used for serosurveillance. In our serosurveillance on an industrial workforce of randomly selected 3296 subjects, COVID-19 IgG antibody positivity was reported in 7.37% (243) subjects. However, when 30 days later, eight of the 243 COVID-19 IgG antibody-positive individuals complained of symptoms suggestive of COVID-19 infection and were confirmed as COVI",08/12/2020,10.7759/cureus.11845,Deb Sanjay Nag,"Anaesthesiology, Tata Main Hospital, Jamshedpur, IND",pubmed,0,0
930,33281434,The perspective of fluid flow behavior of respiratory droplets and aerosols through the facemasks in context of SARS-CoV-2.,"In the unfortunate event of the current ongoing pandemic COVID-19, where vaccination development is still in the trial phase, several preventive control measures such as social distancing, hand-hygiene, and personal protective equipment have been recommended by health professionals and organizations. Among them, the safe wearing of facemasks has played a vital role in reducing the likelihood and severity of infectious respiratory disease transmission. The reported research in facemasks has cover",08/12/2020,10.1063/5.0029767,Sanjay Kumar,"Department of Mechanical Engineering, National University of Singapore, 9 Engineering Drive 1, Singapore 117575, Singapore",pubmed,0,0
931,33279318,New vaccine production platforms used in developing SARS-CoV-2 vaccine candidates.,"The threat of the current coronavirus disease pandemic, caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), is accelerating the development of potential vaccines. Candidate vaccines have been generated using existing technologies that have been applied for developing vaccines against other infectious diseases. Two new types of platforms, mRNA- and viral vector-based vaccines, have been gaining attention owing to the rapid advancement in their methodologies. In clinical trials",14/01/2021,10.1016/j.vaccine.2020.11.054,Takehiro Ura,"Department of Ophthalmology and Visual Science, Graduate School of Medicine, Yokohama City University, Yokohama 236-0004, Japan",pubmed,0,0
932,33279317,Efficacy of m-Health for the detection of adverse events following immunization - The stimulated telephone assisted rapid safety surveillance (STARSS) randomised control trial.,"Passive surveillance is recommended globally for the detection of adverse events following immunisation (AEFI) but this has significant challenges. Use of Mobile health for vaccine safety surveillance enables a consumer-centred approach to reporting. The Stimulated Telephone Assisted Rapid Safety Surveillance (STARSS) a randomised control trial (RCT) sought to evaluate the efficacy and acceptability of SMS for AEFI surveillance. Multi-centre RCT, participants were adult vaccinees or parents of c",22/03/2021,10.1016/j.vaccine.2020.11.056,M S Gold,"Discipline of Paediatrics, School of Medicine, University of Adelaide, Australia. Electronic address: michael.gold@adelaide.edu",pubmed,0,0
933,33278108,COVID-19 vaccine development: a pediatric perspective.,"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), the novel coronavirus that causes coronavirus disease 2019 (COVID-19), has caused substantial morbidity and mortality. Operation Warp Speed aims to accelerate the development of a safe and effective vaccine by early 2021. Multiple vaccine candidates with reassuring safety and efficacy profiles have advanced to phase 3 clinical trials in adults. The purpose of this review is to describe the burden of COVID-19 in children, to update ped",07/01/2021,10.1097/MOP.0000000000000978,Satoshi Kamidani,"Department of Pediatrics, Emory University School of Medicine",pubmed,0,0
934,33274726,"An Artificial Intelligence-Based, Personalized Smartphone App to Improve Childhood Immunization Coverage and Timelines Among Children in Pakistan: Protocol for a Randomized Controlled Trial.","The immunization uptake rates in Pakistan are much lower than desired. Major reasons include lack of awareness, parental forgetfulness regarding schedules, and misinformation regarding vaccines. In light of the COVID-19 pandemic and distancing measures, routine childhood immunization (RCI) coverage has been adversely affected, as caregivers avoid tertiary care hospitals or primary health centers. Innovative and cost-effective measures must be taken to understand and deal with the issue of low im",31/12/2020,10.2196/22996,Abdul Momin Kazi,"Department of Pediatrics and Child Health, Aga Khan University, Karachi, Pakistan",pubmed,0,0
935,33274473,Science and Evidence-Based Review and Approval of COVID-19 Vaccines: A Statement of Support for the US FDA.,NA,09/02/2021,10.1002/jcph.1794,Sudhakar M Pai,NA,pubmed,0,0
936,33274149,Assessment of Preventive Practices Followed by General Public During COVID-19 Pandemic - A Cross-Sectional Survey From India.,"Objectives COVID-19 has infected millions of people across the globe, leading to hundreds of thousands of deaths. Currently, there are no vaccines available for COVID-19, and the most effective way to curb its spread is to follow preventive practices. The present study aimed to assess the extent of adoption of preventive practices among the general population in India. Methods A web-based cross-sectional survey was carried out recruiting 964 participants from all over India through purposive sam",07/12/2020,10.7759/cureus.11274,Avinash Chakrawarty,"Geriatric Medicine, All India Institute of Medical Sciences, New Delhi, IND",pubmed,0,0
937,33273742,Therapeutically administered ribonucleoside analogue MK-4482/EIDD-2801 blocks SARS-CoV-2 transmission in ferrets.,"The coronavirus disease 2019 (COVID-19) pandemic is having a catastrophic impact on human health<sup>1</sup>. Widespread community transmission has triggered stringent distancing measures with severe socio-economic consequences. Gaining control of the pandemic will depend on the interruption of transmission chains until vaccine-induced or naturally acquired protective herd immunity arises. However, approved antiviral treatments such as remdesivir and reconvalescent serum cannot be delivered oral",13/01/2021,10.1038/s41564-020-00835-2,Robert M Cox,"Institute for Biomedical Sciences, Georgia State University, Atlanta, GA, USA",pubmed,0,0
938,33273083,"Amid the cheering, some vaccines face questions.",NA,11/01/2021,10.1126/science.370.6521.1151,Jon Cohen,NA,pubmed,0,0
939,33273082,New challenges emerge for planned human challenge trials.,NA,11/01/2021,10.1126/science.370.6521.1150,Warren Cornwall,NA,pubmed,0,0
940,33273060,COVID-19 vaccine trial ethics once we have efficacious vaccines.,NA,28/12/2020,10.1126/science.abf5084,David Wendler,"Department of Bioethics, National Institutes of Health (NIH) Clinical Center, Bethesda, MD, USA. dwendler@nih",pubmed,0,0
941,33270497,COVID-19 in the elderly people and advances in vaccination approaches.,"The rapid worldwide spread of the COVID-19 pandemic, caused by the newly emerged severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2), has resulted in tens of millions of infections and over one million deaths. SARS-CoV-2 infection affects all age groups; however, those over 60 years old are affected more severely. Moreover, pre-existing co-morbidities result in higher COVID-19-associated mortality in the geriatric population. This article highlights the associated risk factors of SARS-C",15/01/2021,10.1080/21645515.2020.1842683,Kuldeep Dhama,"Division of Pathology, ICAR-Indian Veterinary Research Institute , Bareilly, Uttar Pradesh, India",pubmed,0,0
942,33269364,"Identification of optimal symptom combinations to trigger diagnostic work-up of suspected COVID-19 cases: analysis from a community-based, prospective, observational cohort.","Several COVID-19 vaccine efficacy trials are ongoing with others predicted to start soon. Diagnostic work-up of trial participants following any COVID-19 associated symptom will lead to extensive testing, potentially overwhelming laboratory capacity whilst primarily yielding negative results. We aimed to identify an efficient symptom combination to capture most cases using the lowest possible number of tests. UK and US users of the COVID-19 Symptom Study app who reported new-onset symptoms betwe",01/03/2021,10.1101/2020.11.23.20237313,M Antonelli,School of Biomedical Engineering &amp,pubmed,0,0
