,ID,title,abstract,date,doi,author_corresponding,author_corresponding_institution,source,eligible
287,32313823,One month of the novel coronavirus 2019 outbreak: Is it still a threat?,"The novel coronavirus 2019 disease (COVID-19) is now in an outbreak not only in China but also around the world, suspected to be originated from a wet market in Wuhan, Hubei province, China. The flare-up of COVID-19, it has already been infected 78,811 people with 2462 fatalities in 1..month window. The most alarming issue is the virus can transmit from host to host and still asymptomatic. Currently, 24 counties with 505 confirmed cases have been reported. Presently, there is no specific treatme",09/09/2020,10.1007/s13337-020-00579-x,Apu Chowdhury,"School of Medicine, Xi'an Jiaotong University, Xi'an, 710061 China",pubmed,0
288,32311668,SARS-Cov-2 infection: Response of human immune system and possible implications for the rapid test and treatment.,"The new coronavirus outbreak is an ongoing pandemic that is caused by severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). The new coronavirus SARS-Cov-2 belongs to the subfamily of ..-coronaviruses and shares 79.5% of the genetic sequence of SARS-CoV, the causative agent of the epidemic that started in 2002 and ended in 2004. Considering the clinical impact of the new outbreak, it is highly important to study the potential responses of the human immune system during the SARS-CoV-2 infe",18/06/2020,10.1016/j.intimp.2020.106519,"Department of Experimental Medicine, University of Campania &quot di Mauro Gabriella",gabriella.dimauro@unicampania.it,pubmed,0
289,32306836,"Novel 2019 coronavirus structure, mechanism of action, antiviral drug promises and rule out against its treatment.","In the past two decades, the world has faced several infectious disease outbreaks. Ebola, Influenza A (H1N1), SARS, MERS, and Zika virus have had a massive global impact in terms of economic disruption, the strain on local and global public health. Most recently, the global outbreak of novel coronavirus 2019 (SARS-CoV-2) that causes COVID-19 is a newly discovered virus from the coronavirus family in Wuhan city, China, known to be a great threat to the public health systems. As of 15 April 2020, ",06/05/2020,10.1080/07391102.2020.1758788,Subramanian Boopathi,"Centro de Bioinform..tica y Simulaci..n Molecular (CBSM), Universidad de Talca, Talca, Chile",pubmed,0
290,32305089,Sarah Gilbert: carving a path towards a COVID-19 vaccine.,NA,28/04/2020,10.1016/S0140-6736(20)30796-0,Richard Lane,NA,pubmed,0
291,32304435,The Impact of the COVID-19 Pandemic on Cancer Patients.,"In December 2019, a novel coronavirus called severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) caused an outbreak of coronavirus disease 2019 (COVID-19). Severe complications have been reported to occur in 33% of patients with COVID-19 and include acute respiratory distress syndrome, acute renal failure, acute respiratory injury, septic shock, and severe pneumonia. Currently, there is no specific treatment or approved vaccine against COVID-19 and many clinical trials are currently inv",04/06/2020,10.1097/COC.0000000000000712,Osama M Al-Quteimat,"Pharmacy Services Department, Cleveland Clinic Abu Dhabi, Abu Dhabi, UAE",pubmed,0
292,32303704,The race against COVID-19.,NA,23/04/2020,10.1038/s41565-020-0680-y,NA NA,NA,pubmed,0
293,32302280,Brief Summary of Potential SARS-CoV-2 Prophylactic and Treatment Drugs in the Emergency Department.,"As of March 30<sup>th</sup>, 2020 there were 161,807 total cases and 2,953 total deaths of SARS-CoV-2 in the United States, with the number of cases expected to rise. Other than supportive care, there are no SARS-CoV-2 specific treatments available for patients discharged from the emergency department (ED) or those admitted to the hospital. In addition, there are no vaccines available to protect our at-risk healthcare workers. The National Institutes of Health is conducting a Phase 1 clinical tr",21/05/2020,10.5811/westjem.2020.3.47328,Cortlyn Brown,"University of California San Francisco, Department of Emergency Medicine, San Francisco, California",pubmed,0
294,32300051,Insights from immuno-oncology: the Society for Immunotherapy of Cancer Statement on access to IL-6-targeting therapies for COVID-19.,NA,21/04/2020,10.1136/jitc-2020-000878,Paolo Antonio Ascierto,"Istituto Nazionale Tumori IRCCS Fondazione Pascale, Napoli, Italy",pubmed,0
295,32297723,"COVID-2019: update on epidemiology, disease spread and management.","With each passing day, more cases of Coronavirus disease (COVID-2019) are being detected and unfortunately the fear of novel corona virus 2019 (2019-nCoV) becoming a pandemic disease has come true. Constant efforts at individual, national, and international level are being made in order to understand the genomics, hosts, modes of transmission and epidemiological link of nCoV-2019. As of now, whole genome sequence of the newly discovered coronavirus has already been decoded. Genomic characterizat",20/04/2020,10.4081/monaldi.2020.1292,Kamal Kant Sahu,"Department of Internal medicine, Saint Vincent Hospital, Worcester, Massachusetts, United States of America, 01608. Kamalkant.Sahu@stvincenthospital",pubmed,0
296,32295694,COVID-19 vaccination clinical trials should consider multiple doses of BCG.,NA,20/04/2020,10.1691/ph.2020.0444,B M Ayoub,"The Center for Drug Research and Development (CDRD), Pharmaceutical Chemistry Department, Faculty of Pharmacy, The British University in Egypt, El-Sherouk City, Cairo, Egypt",pubmed,0
297,32294922,Benefits of Exercise on Influenza or Pneumonia in Older Adults: A Systematic Review.,"A coronavirus pandemic has recently become one of the greatest threats the world is facing. Older adults are under a high risk of infection because of weaker immune systems. Therefore, the purpose of this review is to summarize the recent scientific evidence that outlines the effects of exercise on influenza or pneumonia in older adults. An electronic literature search was conducted using the WEB OF SCIENCE, SCIENCEDIRECT and GOOGLE SCHOLAR databases using the following keywords, &quot;Exercise,",23/07/2020,10.3390/ijerph17082655,Yang Song,"Faculty of Sports Science, Ningbo University, Ningbo 315211, China",pubmed,0
298,32292527,On a Statistical Transmission Model in Analysis of the Early Phase of COVID-19 Outbreak.,"Since December 2019, a disease caused by a novel strain of coronavirus (COVID-19) had infected many people and the cumulative confirmed cases have reached almost 180,000 as of 17, March 2020. The COVID-19 outbreak was believed to have emerged from a seafood market in Wuhan, a metropolis city of more than 11 million population in Hubei province, China. We introduced a statistical disease transmission model using case symptom onset data to estimate the transmissibility of the early-phase outbreak ",09/09/2020,10.1007/s12561-020-09277-0,Yifan Zhu,"Vaccine and Infectious Disease Division, Fred Hutchinson Cancer Research Center, 1100 Fairview Ave. N., Seattle, WA 98109 USA",pubmed,0
299,32292113,Stem Cell-Based Therapy for Coronavirus Disease 2019.,"The novel coronavirus disease 2019 (COVID-19) has grown to be a global public-health emergency since patients were first detected in Wuhan, China, in December 2019. As of April 9, 2020, the novel coronavirus (named as SARS-CoV-2 by the International Committee on Taxonomy of Viruses on February 11) has infected 83,251 and 1,484,811 patients in China and the world, respectively. However, we have neither confirmed effective antiviral medications nor vaccines available to deal with this emergency. I",15/06/2020,10.1089/scd.2020.0071,Robert Chunhua Zhao,"Department of Cell Biology, School of Life Sciences, Shanghai University, Shanghai, PR China",pubmed,0
300,32291999,Immunogenicity and Efficacy of Live Infectious Bronchitis 793/B.08IR Vaccine in SPF Chickens.,"Infectious bronchitis virus (IBV) has a variety of serotypes with relatively limited cross-protection leading the disease to be a major problem in the poultry industry. The IBV 793/B strain has identified to circulate in Iran; therefore, the development of a specific vaccine to protect against the virulent virus has received attention. In this regard, the live IB 793/B vaccine (793/B.08IR) was developed in the Razi Vaccine and Serum Research Institute. In this study, the immunogenicity of 793/B.",31/08/2020,10.22092/ari.2019.124720.1286,S Masoudi,"Department of production of Infectious Bronchitis and Encephalomyelytis Vaccines, Razi Vaccine and Serum Research Institute, Agricultural Research, Education and Extension Organization (AREEO), Karaj, Iran",pubmed,0
301,32290293,A Review of SARS-CoV-2 and the Ongoing Clinical Trials.,"The sudden outbreak of 2019 novel coronavirus (2019-nCoV, later named SARS-CoV-2) in Wuhan, China, which rapidly grew into a global pandemic, marked the third introduction of a virulent coronavirus into the human society, affecting not only the healthcare system, but also the global economy. Although our understanding of coronaviruses has undergone a huge leap after two precedents, the effective approaches to treatment and epidemiological control are still lacking. In this article, we present a ",16/04/2020,10.3390/ijms21072657,Yung-Fang Tu,"Department of Medical Research, Taipei Veterans General Hospital, Taipei 11217, Taiwan",pubmed,0
302,32282303,Coronavirus Disease (COVID-19) Pandemic: A Race Against Time.,NA,05/08/2020,10.2174/1568026620999200413145654,Amit K Banerjee,"Biology Division, Indian Institute of Chemical Technology Hyderabad-500007, Telangana, India",pubmed,0
303,32282038,The VACCINES Act: Deciphering Vaccine Hesitancy in the Time of COVID-19.,"Since the COVID-19 pandemic first hit Wuhan, China, in December 2019, scientists have been racing to develop and test novel vaccines to protect against severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2). The speed of scientific discovery related to COVID-19 is unprecedented. With several vaccine candidates already being tested in clinical trials, we pose the question: what will the vaccine hesitant do in the face of this pandemic?",05/08/2020,10.1093/cid/ciaa433,John McAteer,"Department of Pediatrics, Emory University School of Medicine, Atlanta, Georgia, USA",pubmed,0
304,32273621,"If a coronavirus vaccine arrives, can the world make enough?",NA,30/04/2020,10.1038/d41586-020-01063-8,Roxanne Khamsi,NA,pubmed,0
